Search_method Problem Max_evals Num_restarts Run Score
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 0 1320
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 1 1320
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 2 1400
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 3 1440
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 4 1320
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 5 1320
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 6 1400
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 7 1320
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 8 1320
hcrr_penalized_score knapPI_11_20_1000_4 10000 1 9 1400
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 0 889
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 1 889
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 2 907
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 3 889
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 4 881
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 5 890
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 6 889
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 7 907
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 8 889
hcrr_penalized_score knapPI_13_20_1000_4 10000 1 9 907
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 0 2557
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 1 2893
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 2 2893
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 3 2893
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 4 2651
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 5 2682
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 6 2893
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 7 2893
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 8 2893
hcrr_penalized_score knapPI_16_20_1000_4 10000 1 9 2557
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 0 4740
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 1 4980
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 2 4860
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 3 4860
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 4 4820
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 5 4900
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 6 4740
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 7 4780
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 8 4500
hcrr_penalized_score knapPI_11_200_1000_4 10000 1 9 5020
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 0 3637
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 1 3637
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 2 3602
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 3 3663
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 4 3637
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 5 3620
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 6 3637
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 7 3620
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 8 3663
hcrr_penalized_score knapPI_13_200_1000_4 10000 1 9 3594
hcrr_penalized_score knapPI_16_200_1000_4 10000 1 0 12315
hcrr_penalized_score knapPI_16_200_1000_4 10000 1 1 11854
hcrr_penalized_score knapPI_16_200_1000_4 10000 1 2 12850
hcrr_penalized_score knapPI_16_200_1000_4 10000 1 3 11358
hcrr_penalized_score knapPI_16_200_1000_4 10000 1 4 11773
hcrr_penalized_score knapPI_16_200_1000_4 10000 1 5 11314
